cIdx,spList,medoid,prior,purity
262,"[(265,Lp),(718,Lp),(857,Lp),(1055,Noth),(1082,Lp),(1228,Noth),(1457,Lp)]",1082,Lp,0.71428573
263,"[(1076,Rp),(1092,Rp),(1170,Rp),(1448,Rp),(1563,Rp),(1929,Rp)]",1076,Rp,1.0
264,"[(267,Lp),(920,Rp),(1101,Lp)]",267,Lp,0.6666667
265,"[(268,Lp),(1100,Lp),(1203,Noth)]",268,Lp,0.6666667
266,"[(269,Rp),(758,Noth),(1200,Rp),(1317,Rp),(1439,Noth)]",269,Rp,0.6
267,"[(270,Lp),(859,Lp),(1148,Lp),(1207,Lp),(1274,Noth),(1277,Lp),(1617,Noth),(1619,Lp)]",1277,Lp,0.75
268,"[(271,Lp),(1278,Lp),(1863,Lp)]",271,Lp,1.0
269,"[(809,Noth),(816,Noth),(824,Lp)]",824,Noth,0.6666667
270,"[(273,Noth),(800,Rp),(1030,Noth),(1162,Noth),(1179,Noth),(1281,Noth)]",1281,Noth,0.8333333
271,"[(274,Rp),(515,Rp),(1028,Rp),(1031,Rp),(1163,Rp),(1180,Rp),(1282,Rp),(1371,Rp)]",1282,Rp,1.0
272,"[(275,Rp),(1032,Rp),(1164,Rp),(1214,Rp),(1283,Rp)]",1164,Rp,1.0
273,"[(276,Noth),(1215,Noth)]",276,Noth,1.0
274,"[(277,Rp),(1033,Rp),(1165,Rp),(1216,Rp),(1284,Rp),(1504,Rp)]",1284,Rp,1.0
275,"[(278,Lp),(1217,Lp),(1512,Noth),(1513,Noth),(1632,Noth)]",1513,Noth,0.6
276,"[(279,Rp),(521,Rp),(529,Rp),(1425,Noth),(1529,Rp),(1921,Noth)]",1425,Rp,0.6666667
277,"[(280,Lp),(710,Lp),(1786,Lp)]",280,Lp,1.0
278,"[(281,Lp),(711,Lp),(1788,Lp)]",281,Lp,1.0
279,"[(93,Lp),(272,Noth),(282,Lp),(622,Lp),(623,Lp),(624,Lp),(625,Lp),(918,Rp),(1107,Lp),(1532,Noth),(1536,Lp),(1538,Noth),(1546,Lp),(1605,Lp),(1789,Lp),(1923,Lp),(1942,Lp)]",1789,Lp,0.7647059
280,"[(283,Rp),(306,Rp),(714,Rp),(759,Noth),(761,Noth),(1176,Rp),(1543,Rp)]",283,Rp,0.71428573
281,"[(284,Rp),(716,Rp),(848,Rp),(853,Rp),(922,Noth),(923,Rp),(1077,Rp),(1202,Noth),(1373,Noth),(1542,Rp),(1544,Rp),(1642,Rp),(1930,Rp)]",1077,Rp,0.7692308
282,"[(285,Noth),(586,Noth),(677,Rp),(678,Rp),(1791,Rp)]",285,Rp,0.6
283,"[(286,Noth),(1271,Lp),(1377,Rp),(1951,Rp)]",286,Rp,0.5
284,"[(287,Rp),(1222,Rp),(1223,Rp),(1418,Rp),(1419,Noth)]",287,Rp,0.8
285,"[(288,Lp),(1955,Lp),(1963,Lp),(1964,Lp),(1965,Lp)]",1964,Lp,1.0
286,"[(289,Lp),(1045,Lp),(1239,Lp),(1242,Lp),(1243,Lp),(1244,Lp),(1881,Lp),(1956,Noth),(1958,Noth),(1968,Noth)]",1242,Lp,0.7
287,"[(1129,Lp),(1131,Lp),(1139,Noth),(1140,Noth),(1531,Noth),(1535,Lp)]",1131,Lp,0.5
288,"[(291,Lp),(1206,Lp)]",291,Lp,1.0
289,"[(292,Rp),(534,Noth),(537,Noth),(662,Rp),(729,Rp),(826,Rp),(960,Rp),(1079,Rp),(1307,Rp),(1308,Noth),(1315,Rp),(1316,Rp),(1415,Rp),(1548,Rp),(1931,Rp),(1977,Rp),(1994,Rp)]",1548,Rp,0.8235294
290,"[(184,Lp),(293,Lp),(1110,Lp),(1114,Noth),(1187,Noth),(1189,Lp),(1975,Lp)]",1187,Lp,0.71428573
291,"[(294,Lp),(295,Lp),(691,Noth),(1194,Lp),(1360,Noth),(1451,Lp),(1550,Lp),(1924,Lp)]",1194,Lp,0.75
292,"[(741,Lp),(742,Lp),(771,Lp),(772,Lp),(773,Lp),(774,Lp),(775,Lp),(776,Lp),(802,Noth),(805,Noth),(1190,Lp),(1933,Lp)]",772,Lp,0.8333333
293,"[(296,Rp),(628,Rp),(1124,Rp),(1269,Rp)]",1124,Rp,1.0
294,"[(297,Noth),(433,Lp),(524,Noth),(536,Noth),(668,Noth),(932,Noth),(1522,Lp),(1838,Noth)]",932,Noth,0.75
295,"[(298,Rp),(401,Noth),(402,Rp),(519,Rp),(746,Noth),(748,Noth),(838,Rp),(929,Noth),(1085,Rp),(1560,Rp)]",401,Rp,0.6
296,"[(299,Rp),(1314,Rp),(1428,Rp),(1431,Noth),(1432,Rp),(1435,Rp),(1521,Rp),(1552,Rp),(1998,Rp)]",1552,Rp,0.8888889
297,"[(1087,Noth),(1112,Lp),(1520,Noth),(1553,Noth),(1983,Noth),(1999,Noth)]",1553,Noth,0.8333333
298,"[(300,Noth),(301,Noth),(851,Noth)]",300,Noth,1.0
299,"[(302,Noth),(732,Noth),(733,Noth),(807,Rp),(1088,Noth),(1433,Noth),(1541,Noth),(1554,Noth),(1939,Noth),(1984,Noth),(2000,Noth)]",1554,Noth,0.90909094
300,"[(233,Rp),(303,Rp),(618,Rp),(1090,Rp),(1540,Rp)]",303,Rp,1.0
301,"[(616,Noth),(617,Noth),(814,Noth),(815,Noth),(821,Lp)]",814,Noth,0.8
302,"[(304,Noth),(305,Noth),(757,Noth),(792,Noth),(811,Noth),(812,Noth),(818,Lp),(1556,Noth)]",811,Noth,0.875
303,"[(844,Noth),(846,Noth),(850,Noth),(852,Noth)]",852,Noth,1.0
304,"[(307,Lp),(457,Lp),(567,Lp),(620,Lp),(1134,Lp),(1135,Lp),(1864,Lp)]",307,Lp,1.0
305,"[(308,Lp),(941,Lp),(1075,Lp),(1287,Lp)]",308,Lp,1.0
306,"[(309,Lp),(1034,Lp),(1181,Lp),(1372,Rp),(1375,Lp)]",309,Lp,0.8
307,"[(310,Noth),(544,Noth),(1823,Noth)]",310,Noth,1.0
308,"[(311,Lp),(312,Lp),(1108,Lp)]",311,Lp,1.0
309,"[(205,Noth),(546,Lp),(1035,Lp),(1515,Lp)]",1035,Lp,0.75
310,"[(313,Rp)]",313,Rp,1.0
311,"[(314,Lp),(432,Lp),(436,Lp),(674,Lp),(675,Lp),(1304,Lp)]",675,Lp,1.0
312,"[(315,Rp),(327,Rp)]",315,Rp,1.0
313,"[(316,Lp)]",316,Lp,1.0
314,"[(317,Lp),(393,Lp),(1338,Lp)]",317,Lp,1.0
315,"[(318,Lp),(1370,Rp)]",318,Lp,0.5
316,"[(253,Lp),(549,Lp),(963,Lp),(967,Lp),(968,Noth),(969,Noth),(975,Lp),(1014,Lp),(1071,Noth),(1113,Lp),(1361,Rp),(1709,Rp)]",963,Lp,0.5833333
317,"[(832,Rp),(895,Rp),(933,Rp),(952,Rp),(1024,Rp),(1050,Rp),(1209,Rp)]",933,Rp,1.0
318,"[(320,Noth),(321,Rp)]",321,Rp,0.5
319,"[(964,Noth),(970,Noth),(1072,Noth),(1116,Lp),(1122,Noth),(1123,Lp),(1710,Noth),(1719,Noth)]",964,Noth,0.75
320,"[(323,Noth),(391,Lp),(550,Noth),(1204,Lp),(1796,Lp),(1798,Lp)]",323,Lp,0.6666667
321,"[(322,Noth),(324,Noth)]",324,Noth,1.0
322,"[(325,Lp)]",325,Lp,1.0
323,"[(319,Noth),(326,Lp),(407,Lp),(408,Lp),(410,Lp),(585,Rp)]",326,Lp,0.6666667
324,"[(736,Lp),(737,Noth),(738,Rp),(739,Lp)]",737,Lp,0.5
325,"[(328,Noth)]",328,Noth,1.0
326,"[(329,Noth)]",329,Noth,1.0
327,"[(514,Rp),(551,Rp),(571,Rp),(1995,Lp)]",551,Rp,0.75
328,"[(331,Noth)]",331,Noth,1.0
329,"[(1152,Rp),(1279,Rp),(1493,Rp),(1935,Noth),(1936,Rp)]",1279,Rp,0.8
330,"[(330,Rp),(332,Noth),(333,Rp)]",333,Rp,0.6666667
331,"[(540,Rp),(1250,Noth),(1251,Noth)]",1250,Noth,0.6666667
332,"[(335,Lp),(1004,Noth)]",335,Lp,0.5
333,"[(626,Lp),(627,Noth),(630,Noth),(632,Noth),(633,Noth),(634,Noth),(635,Noth),(636,Noth),(637,Noth),(638,Noth),(639,Noth),(640,Noth),(642,Noth)]",639,Noth,0.9230769
334,"[(337,Rp),(411,Rp),(412,Noth),(415,Rp)]",411,Rp,0.75
335,"[(780,Noth),(781,Noth),(783,Noth),(790,Noth),(799,Noth),(1862,Rp)]",783,Noth,0.8333333
336,"[(339,Rp),(413,Noth),(416,Rp)]",416,Rp,0.6666667
337,"[(340,Lp)]",340,Lp,1.0
338,"[(449,Lp),(493,Lp),(897,Lp)]",449,Lp,1.0
339,"[(342,Rp),(396,Rp),(417,Rp),(442,Rp),(443,Noth),(684,Rp),(685,Rp)]",417,Rp,0.85714287
340,"[(444,Rp),(613,Rp),(615,Rp),(671,Rp),(679,Rp),(682,Rp),(686,Rp),(689,Rp)]",686,Rp,1.0
341,"[(680,Noth),(687,Noth),(778,Noth),(1309,Noth),(1310,Noth),(1312,Noth)]",1310,Noth,1.0
342,"[(345,Rp),(420,Rp),(445,Noth),(572,Noth),(580,Rp),(681,Noth),(683,Noth),(688,Rp),(690,Rp)]",420,Rp,0.5555556
343,"[(346,Rp),(418,Rp),(421,Rp)]",346,Rp,1.0
344,"[(422,Rp)]",422,Rp,1.0
345,"[(348,Lp)]",348,Lp,1.0
346,"[(349,Lp),(644,Noth),(646,Noth),(647,Noth),(650,Lp),(652,Lp),(653,Lp),(654,Lp),(856,Lp)]",653,Lp,0.6666667
347,"[(350,Rp),(1042,Rp),(1053,Rp),(1229,Rp),(1609,Lp),(1657,Lp),(1873,Rp),(1886,Rp),(1961,Rp),(1967,Lp),(1969,Lp)]",350,Rp,0.6363636
348,"[(351,Lp),(1235,Lp),(1319,Lp),(1874,Lp)]",351,Lp,1.0
349,"[(352,Rp),(658,Rp)]",352,Rp,1.0
350,"[(353,Lp),(518,Lp),(740,Lp),(768,Lp),(769,Lp),(770,Lp),(786,Noth),(1920,Lp)]",769,Lp,0.875
351,"[(354,Lp),(701,Lp),(1221,Lp),(1348,Lp),(1476,Noth),(1887,Lp),(1888,Lp),(1911,Lp)]",1887,Lp,0.875
352,"[(355,Lp)]",355,Lp,1.0
353,"[(1424,Rp),(1706,Noth),(1711,Rp),(1790,Lp)]",1424,Rp,0.5
354,"[(356,Noth),(357,Rp)]",357,Rp,0.5
355,"[(358,Rp),(373,Rp),(1049,Lp),(1320,Noth),(1479,Lp)]",358,Lp,0.4
356,"[(359,Noth),(429,Lp)]",359,Lp,0.5
357,"[(360,Rp)]",360,Rp,1.0
358,"[(361,Noth),(366,Rp),(430,Rp),(439,Noth),(440,Rp),(446,Noth),(448,Rp),(1427,Lp),(1860,Rp)]",361,Rp,0.5555556
359,"[(362,Rp),(431,Rp)]",362,Rp,1.0
360,"[(363,Lp),(365,Lp),(867,Rp),(869,Noth),(1877,Lp),(1897,Lp),(1971,Lp)]",363,Lp,0.71428573
361,"[(364,Lp),(1089,Noth),(1434,Noth),(1467,Lp)]",364,Lp,0.5
362,"[(513,Rp),(1237,Lp),(1495,Rp),(1500,Rp),(1912,Lp),(1913,Lp)]",1912,Lp,0.5
363,"[(427,Rp),(784,Rp),(1059,Lp),(1422,Lp),(1715,Lp),(1716,Lp)]",1715,Lp,0.6666667
364,"[(367,Rp),(428,Rp)]",367,Rp,1.0
365,"[(368,Lp)]",368,Lp,1.0
366,"[(369,Rp),(370,Noth),(453,Lp),(1900,Noth),(1901,Noth)]",1900,Noth,0.6
367,"[(500,Rp),(1051,Rp),(1792,Rp)]",1051,Rp,1.0
368,"[(502,Rp),(503,Rp),(504,Noth),(507,Rp),(508,Rp),(1052,Rp)]",502,Rp,0.8333333
369,"[(371,Noth),(372,Noth),(1276,Lp),(1350,Lp),(1490,Rp),(1804,Noth),(1915,Noth)]",372,Noth,0.5714286
370,"[(666,Noth),(1022,Lp),(1488,Noth),(1491,Noth),(1492,Noth)]",1491,Noth,0.8
371,"[(5,Lp),(374,Rp),(959,Lp),(1285,Lp),(1530,Rp),(1611,Rp),(1681,Rp),(1772,Noth),(1773,Noth)]",374,Rp,0.44444445
372,"[(532,Lp),(533,Lp),(830,Lp),(855,Lp),(930,Lp),(931,Lp),(950,Lp),(1193,Lp),(1809,Noth),(1976,Rp)]",931,Lp,0.8
373,"[(376,Noth),(705,Rp),(725,Rp),(921,Noth),(1501,Noth),(1502,Rp),(1533,Rp),(1613,Noth),(1683,Noth),(1870,Rp)]",1613,Rp,0.5
374,"[(936,Rp),(1067,Rp),(1771,Rp),(1821,Noth),(1822,Noth),(1905,Rp)]",1905,Rp,0.6666667
375,"[(375,Rp),(378,Rp),(828,Lp),(947,Lp),(961,Rp),(1810,Noth),(1829,Noth),(1830,Noth)]",375,Rp,0.375
376,"[(377,Rp),(379,Rp),(1102,Rp),(1449,Rp),(1608,Rp),(1612,Rp),(1615,Rp),(1880,Rp)]",1608,Rp,1.0
377,"[(1693,Noth),(1694,Noth),(1695,Rp),(1699,Noth),(1701,Noth),(1702,Rp),(1907,Lp)]",1699,Noth,0.5714286
378,"[(381,Rp)]",381,Rp,1.0
379,"[(382,Lp),(703,Lp),(1381,Lp)]",382,Lp,1.0
380,"[(1066,Lp),(1245,Lp),(1246,Lp),(1247,Lp),(1248,Lp),(1970,Lp)]",1247,Lp,1.0
381,"[(383,Lp),(384,Lp),(1046,Noth),(1047,Rp),(1054,Lp),(1065,Lp),(1568,Rp),(1882,Lp)]",1046,Lp,0.625
382,"[(385,Noth),(709,Lp),(1048,Lp),(1249,Noth),(1252,Noth),(1253,Noth),(1254,Noth),(1884,Noth),(1966,Noth)]",1884,Noth,0.7777778
383,"[(24,Lp),(648,Noth),(1069,Rp),(1261,Lp),(1262,Lp),(1263,Lp),(1264,Lp),(1885,Lp),(1917,Noth),(1918,Noth),(1973,Lp)]",1263,Lp,0.6363636
384,"[(386,Lp),(387,Lp),(1260,Rp)]",386,Lp,0.6666667
385,"[(388,Lp),(405,Lp),(584,Noth),(966,Rp),(1658,Rp)]",1658,Lp,0.4
386,"[(389,Noth)]",389,Noth,1.0
387,"[(390,Rp)]",390,Rp,1.0
388,"[(568,Noth),(588,Lp),(610,Lp),(614,Noth),(726,Lp),(731,Rp),(1944,Lp)]",610,Lp,0.5714286
389,"[(478,Noth),(1570,Lp),(1583,Lp),(1584,Rp),(1586,Lp),(1588,Lp),(1589,Rp),(1591,Lp),(1593,Lp),(1606,Lp),(1818,Lp)]",1586,Lp,0.72727275
390,"[(659,Lp),(893,Lp),(894,Lp),(928,Lp),(983,Lp),(1119,Noth)]",659,Lp,0.8333333
391,"[(394,Lp),(949,Lp),(1083,Lp),(1523,Lp),(1720,Rp),(1723,Noth),(1940,Lp),(1990,Lp)]",1083,Lp,0.75
392,"[(1742,Noth),(1744,Noth),(1749,Lp),(1765,Noth),(1767,Noth),(1770,Lp),(1819,Lp)]",1742,Noth,0.5714286
393,"[(948,Rp),(1205,Rp),(1525,Rp),(1551,Rp),(1813,Rp),(1814,Rp),(1816,Noth),(1817,Rp),(1946,Noth),(1957,Rp)]",1205,Rp,0.8
394,"[(397,Noth)]",397,Noth,1.0
395,"[(344,Noth),(398,Noth),(419,Noth),(1527,Noth),(1815,Noth),(1947,Noth)]",344,Noth,1.0
396,"[(399,Rp),(535,Rp),(538,Rp),(579,Rp),(1505,Lp),(1526,Rp),(1997,Rp)]",1997,Rp,0.85714287
397,"[(400,Noth),(749,Noth),(1234,Lp)]",400,Noth,0.6666667
